2016-10-30,09:58:11,1,Bread
2016-10-30,10:05:34,2,Bread
2016-10-30,10:05:34,2,Bread
2016-10-30,10:07:57,3,Bread
2016-10-30,10:07:57,3,Jam
2016-10-30,10:07:57,3,Cookies
2016-10-30,10:08:41,4,Muffin
2016-10-30,10:13:03,5,Bread
2016-10-30,10:13:03,5,Pastry
2016-10-30,10:13:03,5,Bread
2016-10-30,10:16:55,6,Bread
2016-10-30,10:16:55,6,Pastry
2016-10-30,10:16:55,6,Muffin
2016-10-30,10:19:12,7,Bread
2016-10-30,10:19:12,7,Pastry
2016-10-30,10:19:12,7,Bread
2016-10-30,10:19:12,7,Tea
2016-10-30,10:20:51,8,Pastry
2016-10-30,10:20:51,8,Bread
2016-10-30,10:21:59,9,Bread
2016-10-30,10:21:59,9,Muffin
2016-10-30,10:25:58,10,Bread
2016-10-30,10:25:58,10,Bread
2016-10-30,10:27:21,11,Bread
2016-10-30,10:27:21,11,Bread
2016-10-30,10:27:21,11,Bread
2016-10-30,10:27:21,11,Bread
2016-10-30,10:30:14,12,Jam
2016-10-30,10:30:14,12,Bread
2016-10-30,10:30:14,12,Bread
2016-10-30,10:30:14,12,Pastry
2016-10-30,10:30:14,12,Tea
2016-10-30,10:31:24,13,Bread
2016-10-30,10:31:24,13,Bread
2016-10-30,10:31:24,13,Bread
2016-10-30,10:32:46,14,Bread
2016-10-30,10:32:46,14,Bread
2016-10-30,10:32:46,14,Pastry
2016-10-30,10:34:36,15,Bread
2016-10-30,10:34:36,15,Bread
2016-10-30,10:34:36,15,Bread
2016-10-30,10:34:36,15,Bread
2016-10-30,10:37:08,16,Bread
2016-10-30,10:37:08,16,Bread
2016-10-30,10:37:08,16,Bread
2016-10-30,10:38:04,17,Bread
2016-10-30,10:41:56,18,Jam
2016-10-30,10:43:08,19,Jam
2016-10-30,10:43:08,19,Bread
2016-10-30,10:45:22,20,Bread
2016-10-30,10:45:22,20,Bread
2016-10-30,10:49:29,21,Bread
2016-10-30,10:49:29,21,Bread
2016-10-30,10:49:29,21,Bread
2016-10-30,10:49:29,21,Bread
2016-10-30,10:52:15,22,Jam
2016-10-30,10:53:49,23,Bread
2016-10-30,10:53:49,23,Muffin
2016-10-30,10:54:33,24,Bread
2016-10-30,10:55:22,25,Bread
2016-10-30,10:56:08,26,Jam
2016-10-30,11:02:19,27,Bread
2016-10-30,11:03:24,28,Bread
2016-10-30,11:03:24,28,Bread
2016-10-30,11:05:30,29,Bread
2016-10-30,11:05:30,29,Jam
2016-10-30,11:05:30,29,Bread
2016-10-30,11:07:19,30,Bread
2016-10-30,11:12:56,31,Bread
2016-10-30,11:16:15,32,Bread
2016-10-30,11:16:15,32,Muffin
2016-10-30,11:22:49,33,Bread
2016-10-30,11:25:45,34,Bread
2016-10-30,11:25:45,34,Muffin
2016-10-30,11:27:34,35,Muffin
2016-10-30,11:27:34,35,Bread
2016-10-30,11:33:08,36,Tea
2016-10-30,11:33:08,36,Bread
2016-10-30,11:37:10,37,Bread
2016-10-30,11:37:10,37,Bread
2016-10-30,11:37:10,37,Bread
2016-10-30,11:42:40,38,Bread
2016-10-30,11:42:40,38,Tea
2016-10-30,11:44:31,39,Bread
2016-10-30,11:55:51,40,Jam
2016-10-30,11:55:51,40,Bread
2016-10-30,11:55:51,40,Bread
2016-10-30,11:55:51,40,Bread
2016-10-30,11:55:51,40,Muffin
2016-10-30,11:57:06,41,Bread
2016-10-30,11:57:45,42,Bread
2016-10-30,11:57:45,42,Tea
2016-10-30,12:00:22,43,Bread
2016-10-30,12:00:22,43,Jam
2016-10-30,12:05:47,44,Bread
2016-10-30,12:05:47,44,Bread
2016-10-30,12:08:36,45,Bread
2016-10-30,12:08:36,45,Bread
2016-10-30,12:08:36,45,Bread
2016-10-30,12:09:04,46,Bread
2016-10-30,12:15:29,47,Jam
2016-10-30,12:15:29,47,Jam
2016-10-30,12:15:29,47,Bread
2016-10-30,12:15:29,47,Muffin
2016-10-30,12:15:29,47,Jam
2016-10-30,12:17:02,48,Bread
2016-10-30,12:23:01,49,Bread
2016-10-30,12:23:01,49,Bread
2016-10-30,12:23:01,49,Bread
2016-10-30,12:25:11,50,Bread
2016-10-30,12:25:11,50,Jam
2016-10-30,12:26:58,51,Bread
2016-10-30,12:28:07,52,Bread
2016-10-30,12:33:08,54,Bread
2016-10-30,12:38:06,55,Jam
2016-10-30,12:38:06,55,Bread
2016-10-30,12:38:06,55,Tea
2016-10-30,12:38:06,55,Jam
2016-10-30,12:39:27,56,Bread
2016-10-30,12:39:27,56,Jam
2016-10-30,12:45:48,57,Bread
2016-10-30,12:59:29,58,Jam
2016-10-30,12:59:29,58,Bread
2016-10-30,12:59:29,58,Tea
2016-10-30,12:59:29,58,Jam
2016-10-30,13:02:04,59,Tea
2016-10-30,13:02:04,59,Bread
2016-10-30,13:14:04,60,Cookies
2016-10-30,13:14:04,60,Bread
2016-10-30,13:14:04,60,Jam
2016-10-30,13:14:04,60,Bread
2016-10-30,13:15:38,61,Bread
2016-10-30,13:24:00,62,Cookies
2016-10-30,13:24:00,62,Jam
2016-10-30,13:24:00,62,Jam
2016-10-30,13:24:00,62,Bread
2016-10-30,13:24:00,62,Cookies
2016-10-30,13:24:00,62,Bread
2016-10-30,13:33:12,63,Bread
2016-10-30,13:34:07,64,Cookies
2016-10-30,13:37:25,65,Bread
2016-10-30,13:37:25,65,Bread
2016-10-30,13:37:25,65,Cookies
2016-10-30,13:37:25,65,Tea
2016-10-30,13:37:25,65,Bread
2016-10-30,13:40:20,66,Jam
2016-10-30,13:40:20,66,Jam
2016-10-30,13:40:20,66,Bread
2016-10-30,13:46:48,67,Jam
2016-10-30,13:46:48,67,Bread
2016-10-30,13:46:48,67,Bread
2016-10-30,13:46:48,67,Muffin
2016-10-30,13:49:36,68,Jam
2016-10-30,13:49:36,68,Bread
2016-10-30,13:49:36,68,Tea
2016-10-30,13:49:36,68,Bread
2016-10-30,13:49:36,68,Cookies
2016-10-30,13:51:49,69,Bread
2016-10-30,13:51:49,69,Tea
2016-10-30,13:51:49,69,Jam
2016-10-30,13:54:42,70,Jam
2016-10-30,13:56:08,71,Muffin
2016-10-30,14:21:38,72,Bread
2016-10-30,14:21:38,72,Bread
2016-10-30,14:22:39,73,Bread
2016-10-30,14:24:03,74,Bread
2016-10-30,14:24:03,74,Bread
2016-10-30,14:32:26,75,Bread
2016-10-30,14:32:26,75,Jam
2016-10-30,14:32:26,75,Jam
2016-10-30,14:32:49,76,Bread
2016-10-30,14:35:36,77,Bread
2016-10-30,14:42:29,78,Jam
2016-10-30,14:45:44,79,Jam
2016-10-30,14:45:44,79,Tea
2016-10-30,14:45:44,79,Bread
2016-10-30,14:45:44,79,Muffin
2016-10-30,14:48:40,80,Jam
2016-10-30,14:48:40,80,Bread
2016-10-30,14:48:40,80,Bread
2016-10-31,08:28:31,81,Bread
2016-10-31,08:28:31,81,Cookies
2016-10-31,08:47:05,82,Bread
2016-10-31,08:47:05,82,Bread
2016-10-31,08:47:05,82,Bread
2016-10-31,08:57:47,83,Bread
2016-10-31,08:57:47,83,Bread
2016-10-31,09:04:06,84,Bread
2016-10-31,09:10:09,85,Bread
2016-10-31,09:10:09,85,Bread
2016-10-31,09:10:09,85,Pastry
